"uid","friends"
9027,NA
9028,"18339"
9029,NA
9030,NA
9031,"1469, 14990, 31680, 20523, 748, 19102, 22309, 8220"
9032,"3896"
9033,NA
9034,"3453"
9035,"27607"
9036,"7600"
9037,"5658, 24259, 9572, 5891, 19630, 30340, 6508, 4122, 33384, 3315, 36196, 12100, 30328, 30570, 4971, 11589, 22656, 33180, 33847, 6213, 29676"
9038,NA
9039,NA
9040,NA
9041,NA
9042,"10407, 16660, 12896, 32176, 40773, 40436, 33392, 12764, 908"
9043,NA
9044,NA
9045,"3219, 23593, 37745, 27951, 5045, 21717, 35651, 32861, 37673, 27607, 8333, 21980, 38538, 14075, 1800, 11018, 12601, 14996, 33730, 34688, 39020, 908, 809, 26091, 9026"
9046,"12953, 33384, 11572, 38732, 30827, 14277, 30261, 13800"
9047,NA
9048,NA
9049,NA
9050,NA
9051,NA
9052,"9637, 4217, 15965, 36036"
9053,"1290, 10163"
9054,NA
9055,"36447"
9056,NA
9057,NA
9058,"16140"
9059,NA
9060,"10204, 22763, 10191, 4045, 34491, 30827, 5223, 26055, 1654, 20809, 9572, 113, 14277, 19790, 9440, 27607, 37772, 6508, 29894, 28111, 324, 26641, 21675, 4122, 12953, 37675, 3315, 9864, 38614, 27588, 36100, 30570, 32367, 19445, 17182, 24515, 23432, 4583, 3465, 33171, 12100, 23805, 36196, 22309, 6075, 39981, 5658, 24053, 16307, 220, 29213, 14285, 7355, 16566, 3896, 31217, 13849, 40670, 14757, 30104, 6796, 14831, 38660, 33384, 13800, 30121, 17201, 21976, 33847, 27822, 6213, 23644, 30249, 30328, 4377, 1835, 7788, 4194, 16620, 32484, 30937, 27526, 30292, 11589, 455, 19841, 23115, 37889, 31268, 22426"
9061,"27588, 34081, 22767, 22309, 6595, 19893, 32817, 38423, 14685, 31268"
9062,"27211, 25758"
9063,NA
9064,NA
9065,"24515, 30104"
9066,NA
9067,"18531"
9068,NA
9069,NA
9070,NA
9071,"23860, 4057, 113, 32239, 4873, 12535, 14990, 13708, 12277, 38516, 32230, 12636, 34834, 30403, 34470, 6356"
9072,NA
9073,"5347, 27552"
9074,NA
9075,NA
9076,"14523"
9077,"30391"
9078,"22433"
9079,"37117, 5046, 32275, 36312, 27326, 10650, 17070, 29560, 35836, 38962, 16251, 9351, 41475, 24615, 37791, 3420, 1059, 10533"
9080,NA
9081,NA
9082,NA
9083,NA
9084,"40653, 17070, 1021, 30745"
9085,NA
9086,NA
9087,NA
9088,"25570"
9089,NA
9090,NA
9091,"37055, 7708, 38246, 13800"
9092,NA
9093,"32367, 20809, 3839, 32471, 16746, 9440, 21675, 33912, 30937, 36391, 27526, 18811, 24053, 26459, 34220, 36196, 11589, 19305"
9094,"38538, 15043, 27120, 27526, 6356"
9095,NA
9096,NA
9097,NA
9098,"37860, 33557"
9099,NA
9100,NA
9101,"31239, 28559, 2564, 9773, 41088, 31915, 9948, 33631, 4338"
9102,NA
9103,NA
9104,"8497, 9951, 10777, 6640, 25546, 208, 15007, 12619, 33818, 40496, 41549, 5773, 9959, 40033, 13353, 25362, 33514, 31419, 16521, 15992, 26729, 12086"
9105,"37251, 24515, 32484, 38443, 39542, 5109"
9106,NA
9107,NA
9108,NA
9109,NA
9110,"37660"
9111,NA
9112,NA
9113,"36876"
9114,"14845, 27342, 15810, 29365, 18801, 16713, 36502, 22513, 13501, 15007, 41299, 11106, 38423, 8333, 30827, 2557, 27268, 41703, 21542, 12801, 40462, 2159, 16567, 20694, 33384, 32435, 7708, 907, 16402, 33397, 35361, 22542, 27822, 208, 32904, 31889, 26178, 12046, 439, 6740, 21932, 28394, 1607, 28975, 24298, 32759, 3453, 13091, 8328, 15123, 20238, 26844, 220, 31418, 13342, 19716, 19091, 36196, 40469, 23991, 33252, 3539, 7875, 30868, 2709, 14382, 2417, 8220, 5305, 23201, 19841, 35540, 34002, 20705, 23529, 28"
9115,"9720, 28692, 34834, 13373, 36600"
9116,"23188, 32084, 19336"
9117,NA
9118,NA
9119,"17648"
9120,NA
9121,NA
9122,NA
9123,NA
9124,"22917, 31801"
9125,NA
9126,"11908, 3482, 23188"
9127,NA
9128,NA
9129,NA
9130,NA
9131,NA
9132,NA
9133,NA
9134,NA
9135,NA
9136,NA
9137,NA
9138,NA
9139,NA
9140,NA
9141,NA
9142,NA
9143,NA
9144,NA
9145,"20372, 10629, 6098, 17800, 15847"
9146,NA
9147,"15374"
9148,NA
9149,NA
9150,NA
9151,NA
9152,NA
9153,"27229"
9154,NA
9155,NA
9156,NA
9157,NA
9158,NA
9159,"31261"
9160,NA
9161,NA
9162,NA
9163,NA
9164,"19240, 3896, 29796, 15669, 26153, 9907, 39852, 35836, 16267"
9165,"22847"
9166,NA
9167,NA
9168,NA
9169,NA
9170,NA
9171,"26772"
9172,"9920, 26645"
9173,NA
9174,NA
9175,NA
9176,NA
9177,NA
9178,"32529, 17539"
9179,NA
9180,NA
9181,NA
9182,"5217, 12199, 28036, 16620"
9183,NA
9184,"5997"
9185,NA
9186,"33779, 20669, 14101"
9187,NA
9188,NA
9189,NA
9190,NA
9191,"21345, 12953, 32367, 28912, 29213, 220, 11641, 1613, 20860, 27384, 27526, 7708, 37293, 10204, 33171, 10191, 699, 703, 26459, 38660, 23805, 17443, 3315, 3711"
9192,"23593, 22100, 15147, 324, 15029"
9193,NA
9194,NA
9195,NA
9196,NA
9197,"27386, 4041, 28559, 15043, 9773, 19391, 4338, 208, 35624, 30425, 21846, 18718, 19124"
9198,NA
9199,NA
9200,NA
9201,NA
9202,NA
9203,NA
9204,NA
9205,NA
9206,"20524, 18093"
9207,"11949, 36061, 17306, 29608, 30878"
9208,NA
9209,NA
9210,NA
9211,NA
9212,NA
9213,NA
9214,NA
9215,NA
9216,NA
9217,NA
9218,NA
9219,NA
9220,NA
9221,NA
9222,NA
9223,NA
9224,NA
9225,"39778, 12795"
9226,NA
9227,NA
9228,"22513, 22180, 22496, 15007, 5618, 26246, 4379, 2097, 29920, 15526, 1450, 13345, 6648, 208, 34153, 38537, 21036, 26526, 7889, 1565, 9773, 22821"
9229,"10561, 16620, 32074, 33287, 24761, 6640, 32787, 32843, 27810, 12904, 19632, 15883, 37314, 2917, 32367, 14845, 36502, 16208, 32095, 21505, 29950, 7504, 29721"
9230,NA
9231,NA
9232,"15007"
9233,"25246, 38000, 10717, 33881, 22332, 18987, 27831, 33607, 37097, 18009, 16874, 1379, 16521, 990"
9234,NA
9235,NA
9236,NA
9237,NA
9238,NA
9239,NA
9240,"26943"
9241,"32762"
9242,"20372, 5835, 10130, 8359, 41090"
9243,"21751, 18534"
9244,"28029, 35582, 32016"
9245,NA
9246,"38671, 8332"
9247,NA
9248,"13422, 37082, 113, 17434, 30403, 25245"
9249,NA
9250,NA
9251,NA
9252,NA
9253,"4663, 31032, 18542, 22546"
9254,"4631, 2915, 18597, 5223, 10204, 5891, 2798, 113, 8858, 32471, 27384, 23644, 41356, 220, 38660, 9440, 5922, 34845, 22669, 26300, 9951, 5215, 355, 619, 24515, 17182, 34426, 7974, 10034, 4583, 30292, 27526, 19893, 30937, 23115, 37240, 23040"
9255,NA
9256,"14148, 6794, 28036, 7600"
9257,NA
9258,"10210"
9259,NA
9260,NA
9261,"23546, 36196, 13800, 11589, 16746, 17648"
9262,"27607"
9263,NA
9264,NA
9265,NA
9266,NA
9267,NA
9268,"36160, 12307"
9269,"27454, 23485, 26085"
9270,NA
9271,NA
9272,"41164"
9273,NA
9274,NA
9275,NA
9276,NA
9277,NA
9278,NA
9279,NA
9280,NA
9281,NA
9282,NA
9283,NA
9284,NA
9285,NA
9286,"12890, 38371, 11777, 14075, 24202, 40773, 40511, 40436, 2854, 11894, 39557, 19520, 3423, 5121, 37745, 364, 27951, 9440, 1057, 2217, 10204, 17973, 35361, 21601, 12068, 3075, 11065, 36192, 25635, 39918, 15049, 21542, 17277, 24858, 16146, 9026, 29463, 9081, 35202, 21717, 35082, 6441, 9269, 31282, 15072, 31782, 40100, 25104, 27409, 38880, 14686, 12752, 24515, 29745, 32367, 18282, 33969, 38099, 39860, 3209, 11018, 4657, 31157, 13529, 2933, 41527, 27607, 23201, 25676, 35932, 16585, 34879, 12038, 26407, 21248, 19971, 18744, 24390, 8333, 14139, 35960, 7305, 17559, 2828, 29336, 13586, 5720, 34480, 10508, 40047, 11172, 20455, 11136, 16688, 11845, 10446, 6970, 3616, 4873, 21592, 22547, 2138, 7540, 13331, 39020, 25868, 7223, 40469, 29175, 908, 36371, 21162, 8961, 28836, 24201, 6308, 10276, 929, 12660, 12601, 2911, 23529"
9287,NA
9288,NA
9289,NA
9290,"13461, 25704, 40828, 1498, 32673, 208, 38367, 10258, 2709"
9291,"11043, 19920, 8011, 4663, 22309, 12836, 19115"
9292,NA
9293,NA
9294,NA
9295,"15261"
9296,NA
9297,NA
9298,NA
9299,NA
9300,NA
9301,NA
9302,"8931"
9303,"324, 14277, 20809, 3567, 6508, 41356, 30827, 9572, 5891, 30340, 36391, 26569, 20080, 2798, 13091, 9864, 3405, 8328, 37675, 3315, 34220, 20194, 10191, 23446, 29894, 7657, 113, 33384, 36386, 32471, 33180, 29213, 28198, 33847, 16319, 4122, 8858, 38151, 36816, 39981, 17201, 9951, 37001, 19630, 11839, 22426, 4194, 36898, 18452, 3711, 6213, 29676, 271, 9135, 38660, 619, 23805, 30121, 11589, 7708, 33118, 11572, 22656, 11178, 14162, 27526, 10205, 11899"
9304,"5110, 27623, 9153, 15007, 41370, 8333, 21846, 27822, 32074, 16620, 10859, 23529"
9305,"20393"
9306,"1613"
9307,NA
9308,NA
9309,NA
9310,NA
9311,NA
9312,NA
9313,NA
9314,NA
9315,"31915, 36712, 3475, 18873"
9316,"28103, 31771, 22194, 8333, 998"
9317,NA
9318,"9572, 9440, 36196, 4631, 15365, 220, 38246, 33384"
9319,"22353"
9320,NA
9321,NA
9322,"39918, 40100, 29745, 12145, 3219, 5121, 35361, 25676, 19013, 40773, 27607, 35960, 28874, 10159, 36192, 22488, 8333, 38099, 11172, 11845, 16871, 908, 9658, 33730, 7708, 12660, 38470, 26091, 18331"
9323,NA
9324,NA
9325,NA
9326,NA
9327,NA
9328,NA
9329,"32625"
9330,"13015"
9331,NA
9332,NA
9333,NA
9334,NA
9335,"11889"
9336,NA
9337,NA
9338,NA
9339,NA
9340,"14277, 12953"
9341,"39461"
9342,NA
9343,"39396"
9344,NA
9345,"28521, 34935"
9346,NA
9347,"22669, 13002"
9348,NA
9349,"11408, 7250"
9350,NA
9351,"32275, 17070, 696, 4711, 32127"
9352,NA
9353,NA
9354,NA
9355,NA
9356,NA
9357,NA
9358,NA
9359,"27120"
9360,"3896, 31669, 21119, 1681, 5630"
9361,NA
9362,NA
9363,NA
9364,NA
9365,NA
9366,"34642"
9367,NA
9368,"35346"
9369,NA
9370,NA
9371,NA
9372,NA
9373,NA
9374,NA
9375,NA
9376,NA
9377,"35587"
9378,NA
9379,NA
9380,"15007"
9381,NA
9382,"28692, 13391, 9507, 25104, 16620, 13476, 26610, 10621, 11136"
9383,NA
9384,NA
9385,NA
9386,NA
9387,"14431, 9907"
9388,NA
9389,NA
9390,"39871, 25756"
9391,NA
9392,NA
9393,NA
9394,NA
9395,NA
9396,NA
9397,NA
9398,NA
9399,NA
9400,NA
9401,NA
9402,NA
9403,NA
9404,NA
9405,NA
9406,"17748, 33511"
9407,NA
9408,NA
9409,NA
9410,NA
9411,NA
9412,NA
9413,NA
9414,NA
9415,NA
9416,NA
9417,"18928, 32279, 28074, 11605"
9418,NA
9419,"208"
9420,NA
9421,NA
9422,NA
9423,NA
9424,NA
9425,NA
9426,NA
9427,"2196"
9428,NA
9429,NA
9430,NA
9431,NA
9432,NA
9433,NA
9434,"26126, 22656, 18808"
9435,NA
9436,NA
9437,NA
9438,NA
9439,NA
9440,NA
9441,"31565"
9442,NA
9443,"33344"
9444,NA
9445,NA
9446,"32367"
9447,NA
9448,"4802, 33495, 8849, 31122, 22297, 36195, 20372, 36953, 33795, 38733, 17800, 17842"
9449,"28692, 2454"
9450,"34426, 39681, 34594, 37534, 27526"
9451,"14248"
9452,NA
9453,NA
9454,"34803, 15810, 2682, 3192, 21248, 13486, 30971"
9455,"36571, 29654, 18732, 396, 27118, 12651, 5217, 28036"
9456,"2926, 2665, 33384, 11641, 33624, 32202, 20372, 22014, 24445, 2094, 22935, 39582, 39093, 4122, 1326, 33171, 3711, 22488"
9457,"27607"
9458,"26905, 15193, 25103, 208"
9459,NA
9460,"29960"
9461,"21895, 1503, 18170, 26729, 18447"
9462,NA
9463,NA
9464,NA
9465,NA
9466,NA
9467,"41032"
9468,NA
9469,"5966"
9470,NA
9471,NA
9472,"15007, 16215"
9473,"34814"
9474,NA
9475,NA
9476,"6426, 17182, 32367, 5609, 16641, 7266, 27201, 28912"
9477,"28253, 38876, 23054, 4277, 6651, 8592, 40819, 8247, 37386, 21213, 30205, 16893"
9478,"28029"
9479,NA
9480,NA
9481,NA
9482,NA
9483,NA
9484,"27432"
9485,NA
9486,NA
9487,NA
9488,NA
9489,"40566, 40621"
9490,"26459, 18801, 23896, 6426, 6508, 37772, 15968, 10204, 32367, 8617, 18767, 22494, 1665, 19513, 220, 30937, 6796, 28111, 3315, 24515, 27526, 36196, 31918, 31625, 33062, 37889, 3067, 33912, 13800, 29350, 30328"
9491,NA
9492,NA
9493,"22208"
9494,NA
9495,"27526"
9496,"38506"
9497,"30030"
9498,"209"
9499,NA
9500,NA
9501,NA
9502,NA
9503,"18046, 22547, 8333"
9504,"40403, 11132, 6147"
9505,"18876, 34081, 29826, 10276"
9506,"11136, 3219, 20990, 18304, 29372, 33969, 11227, 4950, 31282, 2296, 38538, 41527, 8333, 8961, 7008, 29175, 15186, 21248, 12601"
9507,NA
9508,NA
9509,NA
9510,NA
9511,NA
9512,"24637, 41390, 2859, 27986, 18735, 14139, 6794, 27478, 28773, 21342, 14504, 18544, 1155, 19759, 25041, 31685, 27120, 32392, 2285, 17397, 39141, 5217, 27444, 26596, 12060, 29654, 26381, 38890, 13355, 34723, 17748, 20389, 36571, 12402, 33397, 36225, 15007, 24515, 12651, 1082, 9387, 2164, 31894, 11031, 33327, 13732, 28614, 27623, 13186, 209, 5283, 1520, 37619, 37717, 10082, 14544, 29721, 30369, 27822, 21864, 21966, 35990, 17277, 27118, 13632, 26728, 13501, 17015, 23747, 7417, 14809, 28036, 10603, 35443, 7600, 2779, 41425, 23315, 12348, 22237, 41124, 5085, 2245, 22102, 28029"
9513,NA
9514,"33192, 30633, 41530, 1796, 33638, 22513, 2557, 208, 25632, 36876, 14424"
9515,NA
9516,NA
9517,"208"
9518,NA
9519,"26871"
9520,NA
9521,NA
9522,NA
9523,NA
9524,NA
9525,"13244"
9526,NA
9527,NA
9528,NA
9529,NA
9530,"38538, 16871, 11018"
9531,"11858"
9532,"25878"
9533,NA
9534,NA
9535,"31882, 208"
9536,NA
9537,NA
9538,NA
9539,NA
9540,NA
9541,NA
9542,NA
9543,NA
9544,NA
9545,NA
9546,NA
9547,NA
9548,NA
9549,NA
9550,"208"
9551,NA
9552,NA
9553,NA
9554,NA
9555,NA
9556,"9773, 2557, 32066, 15193, 6370, 208, 38367, 36876, 28"
9557,NA
9558,"24964, 12277"
9559,NA
9560,NA
9561,"28470, 29213"
9562,NA
9563,"4396, 21557, 38686, 11069, 12214"
9564,"5217, 28036"
9565,"38733, 41090"
9566,NA
9567,"29796"
9568,NA
9569,NA
9570,NA
9571,NA
9572,NA
9573,NA
9574,NA
9575,NA
9576,NA
9577,NA
9578,"7768, 40167, 3463"
9579,NA
9580,NA
9581,"4663"
9582,NA
9583,NA
9584,"29796"
9585,"40110"
9586,"24515, 30485"
9587,NA
9588,NA
9589,NA
9590,NA
9591,NA
9592,NA
9593,NA
9594,NA
9595,NA
9596,NA
9597,"25456"
9598,NA
9599,NA
9600,NA
9601,NA
9602,NA
9603,NA
9604,NA
9605,"19853"
9606,"17676"
9607,"11519, 10064, 22488, 27607, 29336, 27951, 9677, 35361, 11018"
9608,"33384, 26459, 14856, 13824, 20468, 26055, 39996, 25071, 39981, 9572, 38405, 17474, 3315, 10191, 38660, 14285, 30328"
9609,NA
9610,NA
9611,NA
9612,NA
9613,NA
9614,NA
9615,"22847"
9616,NA
9617,"16381"
9618,NA
9619,"17902, 32185"
9620,NA
9621,NA
9622,NA
9623,NA
9624,NA
9625,NA
9626,NA
9627,NA
9628,NA
9629,"28521"
9630,NA
9631,NA
9632,NA
9633,NA
9634,NA
9635,NA
9636,NA
9637,NA
9638,"7853"
9639,NA
9640,NA
9641,"30868"
9642,"6249"
9643,NA
9644,NA
9645,NA
9646,NA
9647,NA
9648,NA
9649,NA
9650,NA
9651,NA
9652,NA
9653,NA
9654,NA
9655,NA
9656,"31270, 36196, 25676, 9720"
9657,NA
9658,"9669, 27607, 31261, 8423, 29745, 20455, 602, 8705"
9659,"2417, 39020, 34934, 32498, 34002, 1305, 25629, 894, 12922, 25021, 41703, 18945, 41402, 8333, 5223, 40439, 5721, 26178, 2743, 34452, 29529, 27446, 6679, 14277, 14845, 22309, 37464, 324, 33729, 220, 37789, 12277, 31889, 23896, 16620"
9660,"9773, 21484, 16713, 13753, 12112, 33192, 29920, 37770, 22513, 17132, 22496, 4379, 2957, 25143, 30425, 6566, 1796, 2097, 27783, 40828, 208, 30659, 34153, 1401, 2168, 27181, 26246, 6370, 7408, 37865, 70, 27386, 15503, 19124, 34948, 28"
9661,NA
9662,"26596, 34209"
9663,"908, 21980, 20766"
9664,NA
9665,"19289"
9666,NA
9667,"541"
9668,NA
9669,NA
9670,"9697"
9671,"9572, 26112, 32367, 21811, 37772, 36946"
9672,NA
9673,NA
9674,"7188"
9675,NA
9676,NA
9677,NA
9678,NA
9679,NA
9680,NA
9681,NA
9682,NA
9683,NA
9684,"13345, 33252"
9685,NA
9686,NA
9687,NA
9688,NA
9689,NA
9690,NA
9691,NA
9692,NA
9693,"19601, 38560, 894, 22773, 27478, 24513, 5721, 34834, 9864, 17496, 2173, 33301, 24515, 36600, 4950, 29365, 22309, 30100, 27120, 23896, 34673, 271, 30104, 23201, 15123, 27042, 23188, 9157, 5385, 16025, 41644, 12669"
9694,NA
9695,NA
9696,NA
9697,"32373"
9698,"37055, 11823, 7901"
9699,"30099, 23965, 19240, 30614, 15669, 30868, 3896, 39852, 10276, 16267, 22282, 26081"
9700,"18061"
9701,NA
9702,NA
9703,NA
9704,NA
9705,NA
9706,NA
9707,NA
9708,NA
9709,NA
9710,"26459"
9711,"17461"
9712,NA
9713,NA
9714,NA
9715,NA
9716,"13454"
9717,"13918"
9718,NA
9719,NA
9720,NA
9721,NA
9722,NA
9723,NA
9724,NA
9725,NA
9726,NA
9727,NA
9728,NA
9729,NA
9730,NA
9731,NA
9732,"3412"
9733,"24959"
9734,NA
9735,NA
9736,NA
9737,NA
9738,NA
9739,NA
9740,NA
9741,NA
9742,NA
9743,NA
9744,NA
9745,NA
9746,NA
9747,NA
9748,NA
9749,NA
9750,"27361"
9751,NA
9752,NA
9753,NA
9754,NA
9755,"15007"
9756,NA
9757,NA
9758,NA
9759,NA
9760,NA
9761,NA
9762,NA
9763,NA
9764,NA
9765,NA
9766,NA
9767,NA
9768,NA
9769,NA
9770,"12592"
9771,NA
9772,NA
9773,NA
9774,NA
9775,NA
9776,NA
9777,NA
9778,NA
9779,NA
9780,"3678"
9781,NA
9782,NA
9783,NA
9784,NA
9785,NA
9786,NA
9787,NA
9788,NA
9789,NA
9790,NA
9791,NA
9792,NA
9793,NA
9794,NA
9795,NA
9796,NA
9797,NA
9798,NA
9799,NA
9800,NA
9801,NA
9802,NA
9803,NA
9804,NA
9805,"27478"
9806,NA
9807,"3314"
9808,NA
9809,NA
9810,NA
9811,"36580"
9812,NA
9813,"208"
9814,NA
9815,NA
9816,NA
9817,NA
9818,NA
9819,"17522"
9820,"16841"
9821,NA
9822,NA
9823,NA
9824,NA
9825,NA
9826,NA
9827,NA
9828,NA
9829,NA
9830,NA
9831,NA
9832,NA
9833,NA
9834,NA
9835,NA
9836,NA
9837,NA
9838,NA
9839,NA
9840,NA
9841,NA
9842,NA
9843,NA
9844,NA
9845,NA
9846,NA
9847,NA
9848,NA
9849,NA
9850,NA
9851,NA
9852,NA
9853,NA
9854,NA
9855,NA
9856,NA
9857,NA
9858,NA
9859,NA
9860,NA
9861,NA
9862,NA
9863,NA
9864,NA
9865,NA
9866,NA
9867,NA
9868,NA
9869,NA
9870,NA
9871,NA
9872,NA
9873,NA
9874,NA
9875,NA
9876,NA
9877,NA
9878,NA
9879,NA
9880,NA
9881,NA
9882,NA
9883,NA
9884,NA
9885,NA
9886,NA
9887,NA
9888,NA
9889,NA
9890,NA
9891,NA
9892,NA
9893,NA
9894,NA
9895,NA
9896,NA
9897,NA
9898,NA
9899,NA
9900,NA
9901,NA
9902,NA
9903,NA
9904,NA
9905,NA
9906,NA
9907,NA
9908,NA
9909,NA
9910,NA
9911,NA
9912,NA
9913,NA
9914,NA
9915,NA
9916,NA
9917,NA
9918,NA
9919,NA
9920,NA
9921,NA
9922,NA
9923,NA
9924,NA
9925,NA
9926,NA
9927,NA
9928,NA
9929,NA
9930,NA
9931,NA
9932,NA
9933,NA
9934,NA
9935,NA
9936,NA
9937,NA
9938,NA
9939,NA
9940,NA
9941,NA
9942,NA
9943,NA
9944,NA
9945,NA
9946,NA
9947,NA
9948,NA
9949,NA
9950,NA
9951,NA
9952,NA
9953,NA
9954,NA
9955,NA
9956,NA
9957,NA
9958,NA
9959,NA
9960,NA
9961,NA
9962,NA
9963,NA
9964,NA
9965,NA
9966,NA
9967,NA
9968,NA
9969,NA
9970,NA
9971,NA
9972,NA
9973,NA
9974,NA
9975,NA
9976,NA
9977,NA
9978,NA
9979,NA
9980,NA
9981,NA
9982,NA
9983,NA
9984,NA
9985,NA
9986,NA
9987,NA
9988,NA
9989,NA
9990,NA
9991,NA
9992,NA
9993,NA
9994,NA
9995,NA
9996,NA
9997,NA
9998,NA
9999,NA
10000,NA
10001,NA
10002,NA
10003,NA
10004,NA
10005,NA
10006,NA
10007,NA
10008,NA
10009,NA
10010,NA
10011,NA
10012,NA
10013,NA
10014,NA
10015,NA
10016,NA
10017,NA
10018,NA
10019,NA
10020,NA
10021,NA
10022,NA
10023,NA
10024,NA
10025,NA
10026,NA
10027,NA
10028,NA
10029,NA
10030,NA
10031,NA
10032,NA
10033,NA
10034,NA
10035,NA
10036,NA
10037,NA
10038,NA
10039,NA
10040,NA
10041,NA
10042,NA
10043,NA
10044,NA
10045,NA
10046,NA
10047,NA
10048,NA
10049,NA
10050,NA
10051,NA
10052,NA
10053,NA
10054,NA
10055,NA
10056,NA
10057,NA
10058,NA
10059,NA
10060,NA
10061,NA
10062,NA
10063,NA
10064,NA
10065,NA
10066,NA
10067,NA
10068,NA
10069,NA
10070,NA
10071,NA
10072,NA
10073,NA
10074,NA
10075,NA
10076,NA
10077,NA
10078,NA
10079,NA
10080,NA
10081,NA
10082,NA
10083,NA
10084,NA
10085,NA
10086,NA
10087,NA
10088,NA
10089,NA
10090,NA
10091,NA
10092,NA
10093,NA
10094,NA
10095,NA
10096,NA
10097,NA
10098,NA
10099,NA
10100,NA
10101,NA
10102,NA
10103,NA
10104,NA
10105,NA
10106,NA
10107,NA
10108,NA
10109,NA
10110,NA
10111,NA
10112,NA
10113,NA
10114,NA
10115,NA
10116,NA
10117,NA
10118,NA
10119,NA
10120,NA
10121,NA
10122,NA
10123,NA
10124,NA
10125,NA
10126,NA
10127,NA
10128,NA
10129,NA
10130,NA
10131,NA
10132,NA
10133,NA
10134,NA
10135,NA
10136,NA
10137,NA
10138,NA
10139,NA
10140,NA
10141,NA
10142,NA
10143,NA
10144,NA
10145,NA
10146,NA
10147,NA
10148,NA
10149,NA
10150,NA
10151,NA
10152,NA
10153,NA
10154,NA
10155,NA
10156,NA
10157,NA
10158,NA
10159,NA
10160,NA
10161,NA
10162,NA
10163,NA
10164,NA
10165,NA
10166,NA
10167,NA
10168,NA
10169,NA
10170,NA
10171,NA
10172,NA
10173,NA
10174,NA
10175,NA
10176,NA
10177,NA
10178,NA
10179,NA
10180,NA
10181,NA
10182,NA
10183,NA
10184,NA
10185,NA
10186,NA
10187,NA
10188,NA
10189,"19975"
10190,NA
10191,NA
10192,"35334"
10193,NA
10194,NA
10195,"29250, 11962, 24576, 32904, 36624, 7768"
10196,"35155"
10197,NA
10198,"21951, 18511, 38747"
10199,"15200"
10200,"34081, 40165, 37427, 9848, 11082"
10201,"13824"
10202,"24760, 208, 18158, 6370, 29108, 9773, 26246"
10203,NA
10204,NA
10205,"32367, 23188, 31268, 13508, 3896, 33397, 10835, 35082, 21751, 29147, 41592, 8247, 22309, 13943"
10206,"40558"
10207,"36783, 13462"
10208,"33993, 30460"
10209,"31676"
10210,"26943, 23643, 4217, 36267"
10211,"37117, 31372, 8396, 25186, 9351, 3896, 41045, 30516, 16251, 6249, 1059, 14635, 3855, 12036, 1398, 17070, 38962, 6368, 35836"
10212,"36719"
10213,"40234, 22656"
10214,NA
10215,"15043, 40917, 27386, 31669, 9773, 35191, 6272, 26246, 34153, 28"
10216,"33148"
10217,"25336, 38967"
10218,NA
10219,"33444"
10220,NA
10221,"8090"
10222,NA
10223,"21606"
10224,"8717, 16344, 2138, 25617, 6292, 29959, 15658, 27607, 31285, 8333, 11136, 27611, 220, 209, 18139, 40263, 2245, 8368, 36571, 2883, 27444, 30971, 32808, 28692, 33730, 28614, 2164, 16620, 15029, 24515, 34788, 32941, 14996, 16647, 17277, 27623, 40100, 28036, 25962, 24637, 6356, 26381, 11031, 32169"
10225,"23447"
10226,NA
10227,NA
10228,"15215"
10229,"16373"
10230,"27159, 18867"
10231,NA
10232,NA
10233,"22477"
10234,NA
10235,NA
10236,NA
10237,NA
10238,NA
10239,NA
10240,NA
10241,NA
10242,NA
10243,"11010, 16620"
10244,NA
10245,"17276"
10246,"18046, 10844, 12145, 15714, 27607, 18022, 15276, 26461, 17863, 22547, 36956, 26091, 929, 5121, 908, 39020, 8333, 36673, 40100, 31302, 35271, 21493, 12764, 34049, 8717, 13331, 7708, 3219, 9689, 24809, 3906, 11960, 38010, 20502, 9665, 29451, 29756, 9026, 11018, 3133, 33833, 1921, 2467, 16620, 21980, 12896, 33237, 11920, 9677, 36860, 40773, 19013, 32702, 23201"
10247,"26091, 39020, 908, 24515, 40773, 40047, 11018"
10248,"2914"
10249,NA
10250,NA
10251,"9852"
10252,NA
10253,"32866"
10254,"36592"
10255,NA
10256,"13879"
10257,NA
10258,"27552, 15847, 4821, 17253, 271, 17800, 11661, 23014, 7125, 16719, 21403, 13749, 35528, 20372, 23720, 17842, 41090, 31075, 40930, 2357, 38733, 5534, 31122, 14831, 32973, 10629"
10259,"38871, 18928"
10260,"6142"
10261,"4530"
10262,NA
10263,"16213, 27607, 8961, 13529, 29372, 35932, 8333, 12601, 355, 28586, 24515, 14996, 11485, 2255, 11018, 7540, 33969, 38538, 14075"
10264,NA
10265,NA
10266,NA
10267,NA
10268,NA
10269,NA
10270,"16251"
10271,NA
10272,NA
10273,NA
10274,NA
10275,NA
10276,NA
10277,"34081, 33237"
10278,"26839"
10279,NA
10280,"28075"
10281,NA
10282,"8474"
10283,NA
10284,NA
10285,"5014"
10286,"300, 16344, 16713, 25101, 39485, 39434, 17151, 9773, 34153, 22197, 2888"
10287,NA
10288,"37338, 23094, 30223"
