uid,bid,stars
3174,5436,4
38196,8448,2
16170,6453,5
5518,8875,3
23455,2651,3
16762,10001,4
25453,7337,4
36107,539,4
14077,9450,4
22222,4369,4
35959,3184,5
35322,3146,3
30095,10126,5
2926,7075,4
25714,9723,1
25814,11514,5
8504,454,5
36558,11785,5
18810,11769,4
11471,4399,2
7674,1133,4
27557,5581,5
33480,12037,5
9228,2684,4
8213,6993,4
16307,8084,3
25814,7347,5
10380,4842,5
8713,1336,4
34504,5501,5
17796,10039,3
11387,1067,5
20120,11551,4
18312,8341,4
5969,221,4
41133,11617,5
31422,8775,4
13815,10813,4
31364,8365,3
17802,618,5
13921,10512,4
34491,7918,5
32365,4156,5
18756,7216,4
24857,4283,4
38974,6510,4
4636,4038,4
16214,4076,5
30469,2995,5
38974,785,3
10195,4616,4
32358,2644,5
16079,6380,5
27736,172,5
10534,11539,5
5528,10568,5
17914,5858,5
19907,1111,4
39899,1705,3
7319,6762,3
3987,1003,4
23965,6199,3
11118,1408,5
8809,6051,4
18066,3245,3
6063,7507,4
32543,7918,5
12209,702,5
40699,1567,4
6128,27,5
6377,9139,5
39503,2995,5
32771,9426,3
35344,5360,3
25509,1666,1
1438,9428,5
15839,8745,5
21930,10255,4
30656,8552,5
621,2774,5
11960,11907,5
37984,1753,4
38186,4888,3
39027,8548,4
17805,2802,5
13920,849,2
35064,8775,5
8057,9635,1
17727,4509,5
41278,8479,5
33057,9875,5
12107,8891,4
40128,3479,4
7573,4658,3
39490,11690,4
12677,8407,5
25814,7288,5
38876,4392,4
1937,10614,1
14539,10568,2
28674,11892,3
15655,854,5
15758,6359,4
13820,8845,4
16906,2300,4
15672,4033,5
8935,397,4
39782,6840,2
4132,5801,1
15043,7716,4
17240,1702,3
2863,9547,5
17082,2608,5
15722,6993,5
6233,1848,4
22367,5535,5
5884,5605,4
28197,3502,5
13722,3190,1
11114,9706,3
9824,3840,5
22732,10692,2
20583,10392,4
7552,9502,1
8981,10629,4
20233,10879,1
28498,9343,5
24005,6477,4
18740,10108,3
8713,11306,3
14751,7712,3
18478,11807,4
28672,1513,5
5458,1529,5
36746,1980,3
38109,3012,4
33516,8632,5
27360,8276,5
39800,906,5
5282,11692,4
12606,4420,5
39565,5830,4
19202,11113,4
9010,8347,3
6025,10766,2
6282,7096,2
16762,1247,4
9048,2480,1
8946,2614,4
16307,854,5
25200,7154,4
10829,11995,4
27808,5121,1
38489,11699,4
825,10019,3
31497,11777,4
32896,1721,3
5330,11802,5
27125,5844,1
9026,6310,3
28218,6387,5
20669,6754,4
37359,5654,2
25551,3484,3
40580,2030,5
21331,3029,5
29645,5900,4
7640,2611,5
19817,4176,1
18379,2931,5
28462,693,2
34823,4284,3
17539,6716,3
5969,11882,4
33646,10846,5
37980,8158,5
28757,4308,3
10205,11540,4
16191,85,5
16137,3184,5
18754,11505,5
30786,3381,5
35660,2077,5
10921,6782,5
23382,7473,5
21271,9271,4
40070,7163,4
27668,9731,5
18450,6453,5
32621,11318,3
25752,7401,2
21896,6777,2
27873,498,5
21735,10214,4
11094,2981,5
16731,6615,4
26798,6173,4
13919,6075,5
8622,5406,1
14181,6740,5
35136,3869,4
14068,12058,5
8103,11425,2
11165,2388,5
15677,3367,5
19569,10669,5
3093,3072,5
22497,7563,5
21896,6069,4
27355,3385,2
8550,7561,3
35013,5499,5
14757,9470,5
27808,11928,4
15427,3395,5
8788,8335,5
21282,8585,2
38891,2428,4
11178,6173,5
19968,7762,4
17767,10518,4
10457,8872,4
2975,7980,4
8259,1867,5
19436,7686,5
17275,6037,3
12679,8054,5
33193,10753,5
23453,7302,1
26813,4955,3
7045,8788,5
31375,2070,3
27094,3042,4
28094,3115,5
26144,8992,5
38044,879,5
5319,8547,4
740,6418,5
22754,1302,3
17617,2080,4
8946,2615,2
27229,10842,5
26919,7946,5
24962,8465,4
11592,11393,5
7883,540,5
15981,4428,5
26493,11420,1
30495,7054,4
19721,4446,3
22889,6981,5
6063,3840,4
28973,318,5
12490,9833,5
26834,6739,5
3188,3012,3
3091,6334,5
26169,9910,5
30495,9014,4
22139,1161,1
6313,2075,5
12593,11061,4
36466,11451,5
15114,8407,5
40597,8647,5
21728,8928,3
12512,2247,5
31274,50,4
28916,9758,5
25791,6003,5
5282,595,1
11928,2479,3
38867,5197,4
37415,10349,5
3705,5654,5
9079,10709,5
10839,8060,3
33132,10833,3
434,7987,2
21260,8808,3
31105,5868,5
13235,2355,3
16996,10467,5
445,5858,5
4009,7749,2
11097,8921,5
22125,7630,4
17737,10851,4
2902,11609,2
10562,9240,4
33431,2242,1
36658,9543,5
4513,810,2
19761,1513,2
11471,8266,2
23445,5100,5
40770,4127,4
30495,9933,4
41134,4964,5
21896,815,3
25236,8970,4
9042,10651,3
29353,3083,4
24470,6744,1
30751,7111,5
9771,4596,1
15564,7283,4
15972,9644,5
7837,538,4
36356,9716,4
11305,11653,2
3188,6574,4
8800,12025,5
17978,9160,3
7315,279,5
32590,1911,3
21875,5257,5
15377,3251,5
15155,7184,4
22346,6446,4
16140,9205,4
5239,5090,5
36666,2737,4
24014,3869,4
38215,8081,4
32452,6291,1
24875,2844,1
12968,9158,4
12806,4532,4
17420,4111,4
29262,2450,3
5720,5796,3
37013,9230,5
5969,7080,2
34343,4018,5
41652,8079,5
17811,8736,2
12089,6696,1
15778,4284,5
9303,7030,4
4905,11070,4
36152,217,4
19744,9272,5
7837,279,4
7157,9996,5
24348,7207,5
22165,3677,4
7611,8116,4
13337,5686,1
19881,7287,5
15491,1471,3
1111,6970,5
27039,4308,5
10935,6372,4
18673,2195,4
28818,6328,3
9994,1296,5
9633,11653,1
25079,6739,5
21504,8490,3
8069,7767,3
2452,5191,5
16350,11892,4
20057,7570,5
29284,5946,5
30749,11936,5
36351,6539,3
26116,5753,2
6182,11692,2
12328,6624,3
39826,6371,2
3464,6475,5
8952,7230,4
26570,3400,5
41107,7944,5
5816,11371,4
36634,11216,5
11838,10568,5
15706,5805,5
12935,7561,3
13116,8261,4
31300,9734,4
20072,7686,5
17990,4234,5
14279,2948,5
40769,8728,2
36303,8683,3
17796,11415,4
8310,548,3
16144,2261,5
10264,11201,5
21515,532,5
9177,2883,5
26409,4397,5
7611,10456,1
6182,11257,5
30209,6141,5
21816,10979,3
12803,5297,4
24610,1382,5
12803,7088,3
12725,1693,2
28973,8378,2
4448,4746,5
32594,3316,5
9723,2440,5
35699,4375,3
16169,3180,4
35306,11263,4
17796,2563,4
13921,9830,5
4150,10062,4
12593,4751,4
7977,11539,5
12805,11505,4
20936,5436,5
11706,2969,1
26045,11020,5
14445,2023,5
23310,11696,5
38950,5992,3
21328,4418,5
22301,9709,2
40549,10971,5
3471,4296,5
14334,4911,5
38891,509,4
26864,3920,5
8213,9402,3
14445,4140,4
27007,9950,5
10795,10432,3
8691,693,2
11378,2881,5
29064,8326,3
20438,5415,5
18343,1232,4
4577,2766,5
11195,10901,4
22335,5049,3
27104,5686,1
20774,9907,1
13276,9868,3
27472,9622,5
8648,9592,3
13252,8740,2
28757,2691,3
19479,4686,4
13269,11825,5
22539,4124,5
22282,4331,4
10387,9256,3
12600,9588,3
30374,5820,4
31210,1074,5
19410,6438,5
27584,9382,2
24005,2157,5
5969,10556,4
23900,240,5
33974,4880,5
27375,10952,5
4784,171,3
9164,2813,5
5494,9792,5
9564,10213,4
41283,8685,5
11895,10892,5
21850,7663,4
8923,10116,3
14408,7401,5
18372,65,4
34790,11303,4
9214,9506,1
25814,75,3
10124,5405,4
2962,8365,1
22237,6865,4
22359,3470,1
15858,9663,1
33342,4284,4
7266,11355,2
34698,1374,3
20436,2856,4
20122,5653,4
10746,7852,5
18609,6484,2
10692,4308,5
26374,9748,5
22965,9871,1
21724,9041,5
8933,9918,5
21470,1781,5
35064,6522,2
21260,11691,5
39397,4726,5
15308,5434,5
32543,8415,5
21718,10459,2
22057,7405,4
37904,5094,4
20436,4726,5
33128,8958,3
15834,9338,5
32539,1417,5
5969,4284,4
18709,6543,4
18478,4866,4
38404,6148,5
9026,8365,3
18252,1771,5
17265,4703,2
18330,11899,3
28414,498,5
12360,3373,5
12303,638,4
10350,3721,5
27323,6193,3
14646,10791,5
27120,10903,4
7781,3707,2
8997,4867,5
8881,184,5
10246,2408,4
38054,2860,5
12517,9219,5
14274,485,5
17049,5100,5
41564,4510,3
29605,6856,5
25264,10933,4
3564,5372,5
24987,12058,5
2670,4284,5
16691,5644,4
24656,7501,3
4834,3765,5
40279,9340,2
24286,10019,5
41570,44,4
22851,4952,5
16020,4593,5
14861,5659,4
38506,5471,2
11974,7803,4
30701,4002,4
23147,1373,5
40436,4975,2
20711,9839,5
7226,6727,4
22465,790,3
23136,11794,3
36558,2013,4
38370,10958,5
7087,9277,4
11152,11189,2
13471,7578,5
33872,1156,5
27353,8207,5
39826,8162,4
39044,639,1
19441,6314,4
18394,4556,4
23957,1214,2
41043,6981,5
7636,11920,5
8108,9343,5
11932,9477,4
31088,4372,4
13617,765,1
10562,9517,5
3963,10099,5
16945,8294,5
8057,4185,3
11178,2076,3
25435,5288,4
25549,3920,5
30801,7617,3
9041,5770,5
33365,1350,5
16574,671,2
16096,8871,2
30978,8484,4
14579,11697,4
37447,560,4
15749,728,5
14579,11683,3
4815,10637,3
16214,1857,5
25997,8848,5
38800,9971,1
9060,8602,3
14385,6382,4
22346,1256,4
10891,3971,3
11374,8526,5
11622,4627,5
15012,5764,3
4834,9841,4
33276,10879,5
15592,9486,4
37904,8121,5
21938,5004,5
33380,4679,5
40915,5163,5
24115,9817,4
27692,10379,4
38665,12012,3
16741,9282,4
37354,5428,4
40318,2246,1
10195,10854,3
9575,9026,4
21582,8693,5
18630,9643,5
15541,11992,1
31005,8822,1
34698,11775,1
3826,9255,5
33767,62,5
20502,4459,3
5733,6540,1
26999,952,3
36152,10548,4
32637,8570,5
22303,6686,2
11518,5887,2
33057,1182,5
18089,8128,4
32218,9190,3
7903,3190,1
5989,10791,4
20336,11573,5
5354,6062,5
22912,2762,1
29735,8436,5
6054,540,5
12876,2035,4
38418,7749,3
13931,5684,4
8856,405,4
8667,1287,4
9042,6966,4
8069,6867,3
5969,6933,4
24857,5817,5
6128,8355,5
12188,4585,4
4559,9207,3
37493,854,5
27710,3885,3
22329,11745,5
33390,5554,5
18435,3597,4
24847,10680,1
38947,10461,4
15839,4791,5
31450,8128,3
21240,6317,4
16553,10977,4
27918,10716,4
5319,2937,5
12656,1956,3
17460,8933,1
16226,5762,5
15819,6853,5
222,9954,1
7677,130,3
14002,8688,4
9699,1623,4
26608,9758,5
28411,7163,2
8788,4707,4
9177,3212,3
32372,11517,4
5969,4054,4
5704,9758,5
31478,7033,5
28576,5579,3
33008,11711,4
3300,10153,5
26015,5617,5
13755,3809,5
25453,10447,4
27613,11749,5
10246,2752,4
7740,2250,1
30801,2497,5
10732,7160,5
7102,9887,5
39303,2991,1
18322,4912,4
34868,7486,2
23054,10659,2
34543,3584,3
23830,11317,2
13804,5021,2
26991,4144,5
29348,519,4
7266,7676,3
10562,8004,5
29790,38,4
38472,8956,4
6239,10130,4
15970,3860,5
23118,230,4
23116,10664,4
32847,9179,1
41062,3248,5
2079,1565,3
4158,10135,4
28624,5253,1
25749,8804,5
6254,9821,5
38745,671,5
10228,10897,4
11397,3809,3
23193,7607,4
21850,5332,4
10967,1576,4
11378,5973,5
30562,8791,4
14226,11216,4
24701,7341,1
5697,352,3
11169,11189,3
11866,999,3
10471,8272,5
26398,9132,1
6319,8170,5
19105,5478,5
1881,9948,4
14872,1861,4
3057,11623,4
24616,9936,5
16140,3678,5
6124,3411,5
27765,2861,5
21203,379,4
12916,8645,4
26144,6868,4
26999,7918,5
9608,2488,5
5969,1036,3
19786,11565,5
18968,3179,4
29527,10985,4
11180,7772,4
17961,11638,4
38277,10624,4
29333,11118,4
13276,1819,3
16487,10583,1
28637,3314,3
10187,2490,5
21495,6959,3
19426,7074,4
26116,4308,4
27988,10017,4
40770,11553,4
9250,7735,5
32553,6630,4
40705,4235,5
22273,3370,4
15101,2137,3
14046,8589,5
13830,6685,3
38974,8655,5
19993,9498,4
18852,4190,3
7306,1757,3
15970,7726,4
14965,4752,3
3544,15,4
19525,11244,3
5585,8060,5
24430,900,1
12336,2477,4
41300,2039,3
7010,558,4
17749,2121,4
36692,63,5
13313,2662,5
41189,4153,5
34026,284,2
12968,5148,1
22435,7749,5
16635,6966,5
126,10562,1
23455,4370,4
16389,5914,5
37236,11990,5
27342,9870,4
9568,4284,5
33285,15,4
15043,2847,4
14112,1371,2
21670,1549,2
12590,3312,5
7315,8849,3
634,1589,1
39723,6578,5
8233,6754,2
4219,9343,4
12955,8836,1
28674,3733,4
38216,5574,4
31725,11147,4
6028,10371,3
12719,5685,3
25814,1287,5
14938,8847,4
5136,7757,5
33132,11547,4
5816,5698,4
21533,5598,4
6491,1218,5
19848,742,1
17157,3016,1
40023,3877,4
22359,11918,1
20120,6390,3
25776,3590,4
27765,7635,5
24948,7187,5
11496,4153,5
10610,7093,5
6450,10579,5
8981,867,2
21648,9497,5
21896,10874,4
27557,6444,4
12935,7323,3
17654,6794,4
17657,569,5
36272,5501,4
16262,3789,4
15326,455,5
5677,3201,5
40779,9575,5
1050,5507,3
11575,6640,5
4271,3787,4
33302,4226,3
24088,3248,5
25200,6468,4
10731,5076,2
36012,10318,5
23418,1763,3
10016,8055,5
34840,3677,5
27988,6862,3
24857,4951,5
17673,2947,5
16160,7241,4
39487,11066,5
29344,4167,3
7696,8934,5
19206,9414,5
37142,9536,5
35694,10305,5
13352,10574,5
10655,9465,5
34227,818,5
508,1250,5
23194,5832,1
6085,11420,5
28680,10115,2
18178,8769,4
37193,9158,1
10246,5113,4
13889,3116,5
35136,8607,4
23554,3229,5
13939,964,5
12384,7067,5
11174,11829,5
12677,4152,5
9192,11930,4
39284,9229,2
12336,11582,3
11081,7994,2
5623,7554,4
16539,5227,5
11178,9308,3
40635,6062,1
16668,369,5
19358,3320,5
15858,8549,5
12791,8872,5
27541,10039,5
5151,3516,5
4818,4407,3
5981,6091,5
19491,8808,3
10562,5531,5
15099,9161,4
24345,2339,4
15585,7288,4
26999,3055,4
14730,1957,3
13286,11785,5
15008,4842,5
40148,9700,5
27530,7285,4
10246,3418,4
13953,8426,3
11319,11004,5
17177,11770,1
27094,11971,5
38656,7430,5
6561,325,1
25551,8969,5
37993,549,5
18626,8325,4
36101,9099,3
16212,11979,4
30759,544,4
25603,5476,5
16868,994,5
4116,9319,4
9369,7222,4
17796,3653,5
5917,2864,5
19880,4322,4
24088,10816,4
23104,10716,4
31427,8371,3
14442,10461,5
22014,3877,4
19531,7290,3
21713,2368,3
12725,10641,5
20452,8365,5
33778,10461,5
37105,1775,3
26250,12028,5
19441,2871,4
13919,7322,4
28504,6433,5
22174,11785,3
24934,5668,4
4241,7274,5
12265,5369,1
31826,7042,5
23818,7637,5
27355,9172,5
21214,3224,4
36640,6191,4
33400,3166,4
31029,11369,4
37365,10629,4
15859,2479,5
11983,8736,5
21504,9143,4
27557,3272,4
12725,3057,4
30516,10392,5
26144,5762,4
5815,341,5
28693,415,5
20737,1858,5
35275,2770,2
16186,10520,3
39929,2333,5
26238,185,5
33041,4931,1
16699,2028,5
16169,4215,5
447,7524,5
10265,9931,5
26144,8653,4
37119,9111,5
3122,4649,3
36231,3234,4
38876,1029,4
27120,2958,2
36904,7476,4
29956,8904,5
17562,6783,4
12491,5555,4
3527,4660,1
12336,8873,4
21410,4634,5
7837,4446,5
8507,7582,5
31621,2178,3
15308,4308,4
38675,4549,5
9104,1022,4
27250,9970,1
6620,9857,3
20459,9725,5
16743,11526,4
10246,10910,2
36231,9616,4
16279,9673,4
11586,8709,5
21713,10771,2
41470,2158,3
40770,5789,3
12672,5449,4
12359,3869,3
5766,2971,4
4186,6858,4
19358,6723,4
22754,6253,5
27390,5180,5
18673,6326,4
5720,3909,4
29945,2846,5
23927,11450,4
19822,6729,1
21899,8585,4
21260,8911,5
34300,6140,4
13297,5121,5
24315,11939,1
29660,5873,4
37059,11061,4
22359,6650,3
13196,10451,4
7345,3633,4
5888,9323,1
32543,12035,5
23706,7597,5
39315,8680,5
29092,7685,5
19056,4526,4
24857,4437,3
14215,10903,5
24677,5690,4
13921,7407,4
18021,1500,5
6233,6190,2
11496,7533,5
21737,10799,4
24269,5962,5
10546,7093,4
21952,7471,5
27064,7778,5
11271,8587,3
9104,9706,5
16893,9202,3
11500,9302,5
36034,9842,5
25930,10334,3
20120,11552,4
14215,11294,4
34686,614,5
18157,10716,3
13654,1889,3
17909,5600,4
21574,6016,5
8753,2535,5
9568,11825,4
32621,7964,2
14906,6283,5
15706,2139,4
37729,9625,3
28672,7777,2
16230,9670,5
13921,2096,3
9456,11529,5
38798,8198,5
30874,7918,5
27712,5678,5
14117,10176,5
8648,1123,5
37822,4165,5
31725,6626,2
11622,9662,5
34213,9669,4
4087,6706,4
7769,5292,5
32725,5102,5
7764,11481,5
24475,566,3
16851,2837,4
34698,9576,2
7674,3392,3
19426,8515,5
36319,4763,5
13095,10150,5
30874,8096,3
7319,11715,3
6095,7909,4
7487,9066,5
33367,2689,3
35136,8125,5
12991,10644,2
16227,11488,5
5854,2856,5
30149,2036,5
37312,5056,1
11904,6904,4
12221,11698,5
27862,2479,5
36475,1915,5
12415,730,1
27989,8456,2
4125,1218,4
10246,2010,4
6578,5995,5
7010,6522,5
26835,11834,5
16867,6946,4
36107,1720,2
24771,2582,4
32543,1861,5
19685,3648,4
31943,6406,5
41589,10480,5
38017,10568,5
11678,60,5
11033,6753,1
31194,4112,2
4649,5288,5
12383,8336,1
23310,4425,5
23063,9636,5
10562,1933,4
11024,3873,3
21565,6357,4
9556,1767,3
34302,6967,4
4614,8753,4
14348,5834,4
30495,8955,5
40546,3590,4
32919,8653,5
14042,2622,5
26159,8473,4
31391,2805,5
30713,4308,5
5730,10616,5
36107,8653,4
25522,8622,5
12840,7792,4
36377,9717,5
39376,8006,2
41314,7586,5
13397,7743,5
36396,9039,5
41597,11245,5
15043,9534,3
23924,820,2
32739,11461,4
10534,6979,5
9564,11516,3
11924,5954,5
4009,3388,4
21489,6231,4
8567,6575,1
27710,2518,4
8701,1631,4
4000,9981,5
36640,3501,2
8713,5928,3
38963,12017,5
14117,11029,4
11641,2691,3
9113,648,5
19610,9841,2
34713,10468,2
16680,6174,1
38614,11081,2
18340,350,4
11629,6942,5
34932,2962,5
32725,5639,5
26294,11901,3
4616,8140,5
14740,8367,3
27348,9351,3
39942,12037,5
26383,8355,1
30136,11021,3
24471,2691,1
38974,7065,5
40477,10708,1
35596,11519,2
38036,1576,4
7324,10654,5
28693,2131,1
11518,7513,1
9906,2084,1
27989,6388,4
40249,3146,5
14503,2178,2
10655,7624,5
6239,12037,5
37138,1135,3
9643,2583,3
24907,864,1
15430,6690,5
7276,148,5
28166,11562,5
22139,598,2
4878,233,5
21515,9487,5
20120,9666,4
10534,10828,1
14927,10152,4
18551,1576,2
7757,5019,5
10696,11540,4
5969,1610,4
3495,9959,5
40770,4554,3
13313,1644,4
15970,9478,4
39009,8265,4
19483,1119,5
25642,4449,3
27355,2172,2
18008,941,5
41014,10951,5
4862,1369,4
36640,9593,5
4122,9672,4
15758,6700,4
14003,7685,5
25642,1829,5
6390,5303,5
29307,614,5
17789,1183,2
31016,11632,2
21749,10885,1
21923,1738,2
25714,6376,3
25603,12007,3
8057,7473,5
12239,5240,5
26390,8971,3
8057,2479,4
36678,1303,1
11737,998,5
2234,5571,2
26876,10596,4
27808,3826,5
4346,5227,4
16732,3357,5
3200,1184,3
16174,4261,5
10897,3959,4
8857,6661,3
28458,1287,1
9312,6880,5
33548,4069,5
23213,8538,4
4781,11245,3
14856,1959,5
13819,4628,5
14029,4516,2
35474,5840,4
16408,8563,1
5438,2064,5
7710,1391,3
9564,6026,3
40961,10425,5
14068,6027,5
32447,5745,4
5884,5979,3
23933,1226,5
4563,2338,3
20666,194,5
6087,9879,5
5573,7337,5
41032,3557,2
16600,10358,1
29143,4006,5
12991,591,1
27627,10307,4
14938,6529,4
40320,5849,5
26825,2275,4
9995,964,5
9320,10179,4
30740,1315,5
20711,3114,3
40870,5304,5
30160,2549,1
2568,8091,5
20531,132,5
11044,400,4
19720,2401,3
17909,11309,4
27988,5681,5
41375,964,5
19655,3084,5
15670,2769,3
15858,11912,3
21850,10568,4
11777,11240,4
32682,8140,4
32621,477,2
12788,327,5
30469,390,5
12188,948,5
3961,10920,4
38982,4047,5
11387,11025,2
18521,11102,3
30669,8903,5
38793,4165,4
15722,979,4
16066,11064,5
24378,8140,5
31880,7885,5
30661,7918,4
24903,7916,5
32771,4547,3
4070,2139,3
18203,9489,5
5282,6070,4
7376,9862,4
28099,2707,5
8622,7941,4
29901,5723,1
21800,3406,1
11502,10610,3
19509,9948,4
14117,2789,5
32543,1141,5
27557,394,4
3209,5690,5
34838,371,4
16852,3658,2
29602,9059,5
11924,11215,4
9987,1713,1
27385,11783,3
26100,9944,5
34026,4877,3
7053,4885,3
7742,9864,2
23147,3363,3
36107,2530,4
13830,10998,4
33185,98,5
25703,7946,5
2435,2732,2
40249,373,5
24196,675,3
8607,8092,4
38218,9100,4
22289,5386,5
24881,2714,5
34686,9836,3
16850,11272,4
34870,4342,4
9026,9272,3
40770,8958,2
3136,7530,1
20120,1077,3
10671,2129,4
29329,5281,3
12525,8305,3
15209,2559,4
32939,2753,5
8148,516,3
39151,10457,4
34337,6109,3
23993,7122,5
36615,532,5
16174,11616,5
18807,9811,1
36872,10448,4
5940,5820,5
33121,5291,4
13977,11444,5
16540,5644,4
18300,1936,1
15660,10062,4
5573,9939,4
3922,8072,1
16691,8627,4
33342,8471,1
17520,1258,4
25679,528,4
17510,1814,5
32543,5108,5
36178,9663,4
18478,3765,5
7636,659,3
38263,3870,1
17264,10764,5
19761,4130,2
31188,123,3
37350,1291,3
20250,466,3
8771,854,4
29660,7338,3
37206,3479,4
27200,3460,1
13773,1093,5
31093,11308,1
4070,1941,5
18965,10310,5
31433,7920,5
34413,10928,4
19432,3907,4
31184,3300,5
41217,718,5
31719,2618,5
20712,1356,2
35570,6536,3
24269,2408,4
37674,7958,5
31070,2764,3
33842,9862,3
37941,9894,1
9561,10538,5
10546,4284,4
9575,458,3
12656,7161,3
37012,11261,3
22057,2844,1
8042,7890,5
18435,1044,4
33927,5858,5
11972,3968,5
3398,8076,4
23978,3757,5
13128,6116,5
24115,6940,5
13449,11814,5
16539,10841,5
5720,9591,5
26130,7357,3
2496,8526,2
40407,11465,5
27988,387,3
537,3886,5
34885,5794,5
40032,9678,3
27391,8236,3
6163,4399,3
39474,12023,5
36107,3312,4
36919,10462,4
19633,9078,3
27128,8526,4
5461,8701,2
10016,2965,5
25934,6306,4
7487,9388,5
7753,4284,5
13862,10153,5
27965,2050,5
37372,3729,4
31754,8372,3
25085,2554,5
37222,6306,5
12935,8324,3
7794,10952,5
29660,2609,4
41384,9032,5
39641,6260,5
20231,9674,5
12383,7637,5
36640,967,4
40058,1710,5
14215,10932,4
19614,9833,5
31156,11380,4
12803,2066,4
3091,10841,5
20120,458,4
18888,9691,5
25814,6936,5
41320,5780,3
7837,11385,3
31422,5820,4
27010,3034,4
14384,9525,5
10562,6262,4
28166,4805,1
31262,9649,5
33109,6653,2
17976,8958,1
10770,1931,4
8610,11799,3
16718,7435,1
25105,10989,5
18099,3240,3
37678,1178,5
21878,6519,5
14434,2667,5
20197,6629,5
31390,8645,1
16096,3591,2
3527,1115,4
32927,2434,4
27484,643,4
36822,4920,2
36680,2015,4
7303,719,5
14235,10043,5
12142,10398,3
22057,1494,5
9322,275,3
32358,1524,4
37017,8815,3
32765,7738,3
35306,1726,3
7677,9323,4
26256,2982,4
6063,4417,4
25094,4471,4
3686,1334,5
37979,10044,4
27064,4573,5
21293,4785,3
15653,7937,4
37412,6718,5
27488,8436,5
4483,11785,5
19504,6772,4
15859,5511,5
21757,4343,5
7091,3082,5
9535,8627,4
17089,1405,4
26921,8143,3
11983,8912,3
26159,3488,5
19013,8136,2
21698,1801,5
27044,8236,4
15653,8992,3
27385,9209,4
11638,8164,5
37702,2637,5
3501,859,5
662,8741,5
36351,947,4
35080,5014,2
19425,7010,4
32495,1829,4
17874,1667,3
27988,10674,3
32617,4386,5
1046,5595,5
30469,8412,4
10617,5294,4
32590,392,4
12639,1369,5
18009,8207,4
31713,9216,1
1237,6473,1
16128,4352,5
6500,6120,4
9748,11596,3
8748,1293,4
4234,3062,4
13040,11298,4
29329,1771,5
38026,5428,5
6568,5612,4
9660,8722,5
1050,4685,5
29289,854,5
12588,11816,5
14526,2300,4
32765,7583,5
16350,711,4
36680,1371,3
10306,6582,1
23295,5620,3
33481,3219,2
37199,1934,4
40570,4590,5
33348,11026,5
38706,7588,5
14900,3184,4
38633,269,1
41077,4368,5
27420,6456,4
29507,11579,3
14225,4198,5
36054,7618,5
19646,6440,2
28835,5681,4
13899,6406,4
19911,168,5
12326,10599,4
12383,1571,1
20450,11129,5
6500,10722,5
24701,7015,4
13802,4630,5
23518,11847,5
38731,2597,5
19251,4284,4
27150,4509,5
7072,11737,5
18478,9923,3
18562,4072,5
41611,5897,5
37060,1041,2
7066,9272,4
32974,8736,5
12916,11365,4
3032,4071,1
4878,8897,2
7018,7208,4
21504,3453,4
4219,10144,3
8233,7747,4
39856,5175,4
10534,12028,3
27988,1932,3
19633,12037,2
38196,11495,3
11004,3609,5
6090,5070,2
7420,2686,3
41217,8575,5
11840,1145,4
37138,11931,3
31773,4439,2
16445,2302,3
19479,2194,5
20120,9864,3
27091,484,3
10627,10461,5
40069,9235,4
31962,11897,5
26967,12044,4
10496,299,5
8142,9768,2
38938,11785,5
31422,11538,3
2926,8059,5
29307,11867,5
38208,791,4
24948,10361,4
8630,1093,5
21387,9853,5
28028,11118,4
39309,97,5
23955,6355,4
2969,11406,5
33389,11203,5
27127,11728,5
10562,3224,4
27139,3116,4
17113,2318,5
27385,1181,3
7120,3993,5
21896,7629,4
35755,4153,5
33557,7869,4
27658,8539,5
13462,6349,5
32993,11360,5
4219,9925,5
25209,6795,4
15545,10328,5
20057,11390,5
30184,3955,1
37242,3919,2
11178,7772,3
22859,9241,4
38216,2015,3
23309,8526,2
26035,5493,5
8752,10183,3
5843,675,5
19174,5887,1
31692,5718,2
2572,7471,5
16893,6752,3
12976,1521,3
40854,7452,2
15326,7430,5
39468,8613,1
20436,1788,5
28737,2788,5
24294,11086,5
9048,5339,4
37797,4677,5
12724,788,1
8221,10934,5
35555,10169,4
26420,6432,2
36471,10044,5
10562,6840,5
33516,9058,2
22754,6887,5
12462,6168,5
31210,9574,5
16942,5313,4
29827,3045,3
34674,9758,5
39134,9823,5
4635,5520,5
30287,7486,2
14938,2952,4
31262,852,2
31988,1519,5
16822,3144,3
35408,446,3
9026,8335,4
5826,558,5
14053,12014,5
27988,7401,3
9807,6277,2
4241,10267,5
32372,9911,5
12402,9309,4
38431,2357,5
11531,2633,2
24948,3414,5
41286,11777,5
25544,3153,1
10457,8119,5
40662,6372,5
41644,10317,4
20120,11832,3
22052,11026,1
27100,4306,5
22917,11638,5
21381,11271,5
35064,5843,4
29106,5993,5
36107,5629,2
38579,4434,5
15672,6151,5
36758,5412,2
16969,5605,5
9760,9171,5
37124,11360,5
23949,3362,3
13030,6002,5
31530,9093,5
22139,952,1
12239,11163,5
28175,5581,5
6429,333,4
30210,4417,5
29240,9373,5
23798,5886,5
22841,3825,3
16169,8161,4
5945,3278,3
26919,2972,5
32399,874,5
13920,9864,3
2004,1957,5
19436,11681,5
33842,3392,3
11855,511,5
8667,6666,4
12046,11753,5
16513,6171,4
17829,7663,5
23623,6463,5
4344,9181,4
28908,11565,5
19520,7699,3
8057,2505,5
14274,7331,5
4644,11224,1
14553,9554,4
5969,5907,3
